company,grant_year,n_patents,mean_quality,n_high,tk
"8x8, Inc.",2000,4,0.6673522,0.0,EGHT
"8x8, Inc.",2001,1,0.52507234,0.0,EGHT
"8x8, Inc.",2002,1,0.45796105,0.0,EGHT
"8x8, Inc.",2005,1,0.58892125,0.0,EGHT
"8x8, Inc.",2006,4,0.6538726,0.0,EGHT
"8x8, Inc.",2007,4,0.5496228,0.0,EGHT
"8x8, Inc.",2008,1,0.3458915,0.0,EGHT
"8x8, Inc.",2011,1,0.7864709,0.0,EGHT
"8x8, Inc.",2012,5,0.6026314,1.0,EGHT
"8x8, Inc.",2013,7,0.7086758,2.0,EGHT
"8x8, Inc.",2014,8,0.711528,2.0,EGHT
"8x8, Inc.",2015,11,0.6934425,3.0,EGHT
"8x8, Inc.",2016,11,0.65140843,4.0,EGHT
"8x8, Inc.",2017,15,0.60917205,1.0,EGHT
"8x8, Inc.",2018,22,0.68211293,13.0,EGHT
"8x8, Inc.",2019,28,0.6330782,0.0,EGHT
"8x8, Inc.",2020,43,0.65145576,0.0,EGHT
"8x8, Inc.",2021,52,0.6390368,0.0,EGHT
"8x8, Inc.",2022,35,0.68758273,0.0,EGHT
"8x8, Inc.",2023,56,0.60326064,0.0,EGHT
"8x8, Inc.",2024,41,0.5143797,0.0,EGHT
"8x8, Inc.",2025,32,0.56657064,0.0,EGHT
A. O. Smith Corporation,2000,11,0.48671982,0.0,AOS
A. O. Smith Corporation,2001,7,0.425424,0.0,AOS
A. O. Smith Corporation,2002,5,0.45643792,0.0,AOS
A. O. Smith Corporation,2003,4,0.55812114,1.0,AOS
A. O. Smith Corporation,2004,6,0.5494147,0.0,AOS
A. O. Smith Corporation,2005,11,0.59719026,3.0,AOS
A. O. Smith Corporation,2006,11,0.65949005,1.0,AOS
A. O. Smith Corporation,2007,9,0.6915334,1.0,AOS
A. O. Smith Corporation,2008,7,0.6723132,1.0,AOS
A. O. Smith Corporation,2009,9,0.5251525,0.0,AOS
A. O. Smith Corporation,2010,13,0.6858848,1.0,AOS
A. O. Smith Corporation,2011,8,0.7531903,1.0,AOS
A. O. Smith Corporation,2012,1,0.8658141,0.0,AOS
A. O. Smith Corporation,2013,3,0.30391383,0.0,AOS
A. O. Smith Corporation,2014,4,0.69227326,1.0,AOS
A. O. Smith Corporation,2015,4,0.555257,0.0,AOS
A. O. Smith Corporation,2016,6,0.34092936,0.0,AOS
A. O. Smith Corporation,2017,5,0.36071935,0.0,AOS
A. O. Smith Corporation,2018,5,0.33323506,0.0,AOS
A. O. Smith Corporation,2019,13,0.48263434,0.0,AOS
A. O. Smith Corporation,2020,16,0.43641436,0.0,AOS
A. O. Smith Corporation,2021,8,0.38016292,0.0,AOS
A. O. Smith Corporation,2022,7,0.44351918,0.0,AOS
A. O. Smith Corporation,2023,10,0.417087,0.0,AOS
A. O. Smith Corporation,2024,13,0.4049996,0.0,AOS
A. O. Smith Corporation,2025,5,0.39410263,0.0,AOS
ABB AB,2000,17,0.3287356,0.0,ABLZF
ABB AB,2001,21,0.35543123,0.0,ABLZF
ABB AB,2002,50,0.3872487,0.0,ABLZF
ABB AB,2003,36,0.38310942,4.0,ABLZF
ABB AB,2004,28,0.4579508,0.0,ABLZF
ABB AB,2005,30,0.4305752,1.0,ABLZF
ABB AB,2006,36,0.36842453,1.0,ABLZF
ABB AB,2007,20,0.3385037,1.0,ABLZF
ABB AB,2008,11,0.31513596,2.0,ABLZF
ABB AB,2009,13,0.3456183,0.0,ABLZF
ABB AB,2010,15,0.28378814,1.0,ABLZF
ABB AB,2011,20,0.34764537,1.0,ABLZF
ABB AB,2012,23,0.30690056,0.0,ABLZF
ABB AB,2013,11,0.3050377,0.0,ABLZF
ABB AB,2014,9,0.33715168,0.0,ABLZF
ABB AB,2015,7,0.37427682,0.0,ABLZF
ABB AB,2016,3,0.43159524,0.0,ABLZF
ABB AB,2017,2,0.39762747,0.0,ABLZF
ABB AB,2018,1,0.48546535,0.0,ABLZF
ABB AG,2001,2,0.23052403,0.0,ABLZF
ABB AG,2002,18,0.43878457,1.0,ABLZF
ABB AG,2003,16,0.51045346,0.0,ABLZF
ABB AG,2004,12,0.51835275,0.0,ABLZF
ABB AG,2005,22,0.43022326,0.0,ABLZF
ABB AG,2006,19,0.39435014,0.0,ABLZF
ABB AG,2007,11,0.34024924,0.0,ABLZF
ABB AG,2008,8,0.30198908,0.0,ABLZF
ABB AG,2009,13,0.29749858,0.0,ABLZF
ABB AG,2010,31,0.31267235,0.0,ABLZF
ABB AG,2011,23,0.39182454,1.0,ABLZF
ABB AG,2012,30,0.29245728,1.0,ABLZF
ABB AG,2013,23,0.35650584,0.0,ABLZF
ABB AG,2014,16,0.36567444,0.0,ABLZF
ABB AG,2015,20,0.43721646,0.0,ABLZF
ABB AG,2016,22,0.36516875,0.0,ABLZF
ABB AG,2017,12,0.35990337,1.0,ABLZF
ABB AG,2018,7,0.41376156,0.0,ABLZF
ABB AG,2019,14,0.5265816,0.0,ABLZF
ABB AG,2020,5,0.44872826,0.0,ABLZF
ABB AG,2022,3,0.4733772,0.0,ABLZF
ABB AG,2023,1,0.43930492,0.0,ABLZF
ABB AG,2024,2,0.5053556,0.0,ABLZF
ABB AG,2025,2,0.3995543,0.0,ABLZF
ABB S.p.A.,2008,2,0.2659814,0.0,ABLZF
ABB S.p.A.,2009,5,0.33137554,0.0,ABLZF
ABB S.p.A.,2010,9,0.3969534,0.0,ABLZF
ABB S.p.A.,2011,7,0.39782265,0.0,ABLZF
ABB S.p.A.,2012,9,0.45949343,0.0,ABLZF
ABB S.p.A.,2013,6,0.29434916,0.0,ABLZF
ABB S.p.A.,2014,7,0.318507,0.0,ABLZF
ABB S.p.A.,2015,7,0.29639605,0.0,ABLZF
ABB S.p.A.,2016,6,0.35660133,0.0,ABLZF
ABB S.p.A.,2017,7,0.4659588,1.0,ABLZF
ABB S.p.A.,2018,2,0.3950412,0.0,ABLZF
ABB S.p.A.,2019,9,0.5336224,0.0,ABLZF
ABB S.p.A.,2020,18,0.5114379,0.0,ABLZF
ABB S.p.A.,2021,7,0.485596,0.0,ABLZF
ABB S.p.A.,2022,11,0.46939638,0.0,ABLZF
ABB S.p.A.,2023,9,0.5409031,0.0,ABLZF
ABB S.p.A.,2024,8,0.43294764,0.0,ABLZF
ABB S.p.A.,2025,9,0.47255543,0.0,ABLZF
ABB Service S.R.L,2003,6,0.4511217,2.0,SCI
ABB Service S.R.L,2004,11,0.33720103,2.0,SCI
ABB Service S.R.L,2005,13,0.33991292,0.0,SCI
ABB Service S.R.L,2006,8,0.374432,0.0,SCI
ABB Service S.R.L,2007,5,0.24679403,0.0,SCI
ABB Service S.R.L,2008,3,0.26119238,0.0,SCI
ABB Service S.R.L,2012,1,0.33993995,0.0,SCI
ABB Service S.R.L,2022,1,0.4800739,0.0,SCI
ABB TECHNOLOGY AG,2002,4,0.33780053,0.0,ABLZF
ABB TECHNOLOGY AG,2003,15,0.48765403,2.0,ABLZF
ABB TECHNOLOGY AG,2004,11,0.5031292,0.0,ABLZF
ABB TECHNOLOGY AG,2005,16,0.45759004,1.0,ABLZF
ABB TECHNOLOGY AG,2006,16,0.37986684,1.0,ABLZF
ABB TECHNOLOGY AG,2007,16,0.35162953,1.0,ABLZF
ABB TECHNOLOGY AG,2008,17,0.356428,0.0,ABLZF
ABB TECHNOLOGY AG,2009,15,0.3232137,1.0,ABLZF
ABB TECHNOLOGY AG,2010,38,0.32732287,1.0,ABLZF
ABB TECHNOLOGY AG,2011,66,0.3396191,0.0,ABLZF
ABB TECHNOLOGY AG,2012,94,0.3237267,3.0,ABLZF
ABB TECHNOLOGY AG,2013,143,0.3351167,2.0,ABLZF
ABB TECHNOLOGY AG,2014,179,0.34729737,7.0,ABLZF
ABB TECHNOLOGY AG,2015,158,0.35630068,7.0,ABLZF
ABB TECHNOLOGY AG,2016,130,0.37708274,1.0,ABLZF
ABB TECHNOLOGY AG,2017,8,0.3445366,0.0,ABLZF
ABB TECHNOLOGY AG,2018,8,0.34557456,0.0,ABLZF
ABB TECHNOLOGY AG,2019,1,0.46632877,0.0,ABLZF
ABB TECHNOLOGY AG,2020,2,0.44610444,0.0,ABLZF
ACCENTURE GLOBAL SERVICES LIMITED,2003,1,0.3479693,1.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2004,4,0.5928408,2.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2005,3,0.7229069,1.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2006,19,0.6494707,6.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2007,21,0.6623391,5.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2008,35,0.7009017,7.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2009,38,0.62843853,7.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2010,82,0.6635817,16.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2011,127,0.6515692,28.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2012,120,0.6346779,17.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2013,155,0.62632155,28.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2014,172,0.61122626,29.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2015,115,0.622389,14.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2016,144,0.6051832,24.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2017,131,0.6187394,18.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2018,130,0.61347914,22.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2019,80,0.63785374,0.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2020,35,0.6569005,0.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2021,16,0.71128273,0.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2022,8,0.7447187,0.0,ACN
ACCENTURE GLOBAL SERVICES LIMITED,2023,1,0.7466244,0.0,ACN
"ACORN TECHNOLOGIES, INC.",2001,2,0.6049666,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2002,2,0.85679257,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2003,3,0.81806326,2.0,ACFN
"ACORN TECHNOLOGIES, INC.",2004,1,0.7652699,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2005,1,0.8302038,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2006,2,0.6279625,1.0,ACFN
"ACORN TECHNOLOGIES, INC.",2007,2,0.6839082,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2008,4,0.5536523,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2009,4,0.5915627,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2010,4,0.58827794,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2011,5,0.59442675,1.0,ACFN
"ACORN TECHNOLOGIES, INC.",2012,3,0.54973555,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2013,7,0.62363,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2014,7,0.64890414,2.0,ACFN
"ACORN TECHNOLOGIES, INC.",2015,7,0.57917684,1.0,ACFN
"ACORN TECHNOLOGIES, INC.",2016,8,0.6231266,3.0,ACFN
"ACORN TECHNOLOGIES, INC.",2017,5,0.63928777,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2018,5,0.7000389,2.0,ACFN
"ACORN TECHNOLOGIES, INC.",2019,4,0.7407195,0.0,ACFN
"ACORN TECHNOLOGIES, INC.",2020,1,0.6470513,0.0,ACFN
"ADC Telecommunications, Inc.",2000,23,0.7015354,13.0,CMTL
"ADC Telecommunications, Inc.",2001,45,0.70191765,15.0,CMTL
"ADC Telecommunications, Inc.",2002,68,0.70526433,15.0,CMTL
"ADC Telecommunications, Inc.",2003,99,0.6864261,29.0,CMTL
"ADC Telecommunications, Inc.",2004,94,0.6671551,23.0,CMTL
"ADC Telecommunications, Inc.",2005,82,0.6361545,25.0,CMTL
"ADC Telecommunications, Inc.",2006,83,0.6512373,14.0,CMTL
"ADC Telecommunications, Inc.",2007,89,0.6586631,31.0,CMTL
"ADC Telecommunications, Inc.",2008,130,0.7043819,52.0,CMTL
"ADC Telecommunications, Inc.",2009,142,0.71239495,37.0,CMTL
"ADC Telecommunications, Inc.",2010,145,0.6936961,36.0,CMTL
"ADC Telecommunications, Inc.",2011,113,0.7143096,24.0,CMTL
"ADC Telecommunications, Inc.",2012,109,0.71627176,29.0,CMTL
"ADC Telecommunications, Inc.",2013,113,0.7051774,43.0,CMTL
"ADC Telecommunications, Inc.",2014,99,0.7324381,44.0,CMTL
"ADC Telecommunications, Inc.",2015,97,0.7251953,41.0,CMTL
"ADC Telecommunications, Inc.",2016,1,0.6658048,0.0,CMTL
AEHR TEST SYSTEMS,2000,2,0.69362915,0.0,AEHR
AEHR TEST SYSTEMS,2001,2,0.34817362,0.0,AEHR
AEHR TEST SYSTEMS,2002,2,0.7053152,1.0,AEHR
AEHR TEST SYSTEMS,2003,3,0.7593989,2.0,AEHR
AEHR TEST SYSTEMS,2004,2,0.69542015,0.0,AEHR
AEHR TEST SYSTEMS,2005,3,0.4424102,0.0,AEHR
AEHR TEST SYSTEMS,2006,5,0.52145797,1.0,AEHR
AEHR TEST SYSTEMS,2007,2,0.47827667,0.0,AEHR
AEHR TEST SYSTEMS,2008,1,0.5284132,0.0,AEHR
AEHR TEST SYSTEMS,2009,3,0.6456639,0.0,AEHR
AEHR TEST SYSTEMS,2010,4,0.6647068,1.0,AEHR
AEHR TEST SYSTEMS,2011,4,0.66443384,1.0,AEHR
AEHR TEST SYSTEMS,2012,3,0.64183587,0.0,AEHR
AEHR TEST SYSTEMS,2013,1,0.7987126,0.0,AEHR
AEHR TEST SYSTEMS,2014,2,0.66323483,0.0,AEHR
AEHR TEST SYSTEMS,2015,4,0.65966874,0.0,AEHR
AEHR TEST SYSTEMS,2016,4,0.6291862,0.0,AEHR
AEHR TEST SYSTEMS,2017,1,0.627238,0.0,AEHR
AEHR TEST SYSTEMS,2018,5,0.6325363,0.0,AEHR
AEHR TEST SYSTEMS,2019,4,0.5091742,0.0,AEHR
AEHR TEST SYSTEMS,2020,5,0.6356621,0.0,AEHR
AEHR TEST SYSTEMS,2021,4,0.7273685,0.0,AEHR
AEHR TEST SYSTEMS,2022,2,0.85036016,0.0,AEHR
AEHR TEST SYSTEMS,2023,4,0.88691676,0.0,AEHR
AEHR TEST SYSTEMS,2024,5,0.900589,0.0,AEHR
AEHR TEST SYSTEMS,2025,7,0.9142199,0.0,AEHR
AGCO Corporation,2000,9,0.32501638,0.0,AGCO
AGCO Corporation,2001,8,0.29555103,1.0,AGCO
AGCO Corporation,2002,11,0.318107,0.0,AGCO
AGCO Corporation,2003,8,0.42138174,1.0,AGCO
AGCO Corporation,2004,9,0.37388733,0.0,AGCO
AGCO Corporation,2006,4,0.290574,0.0,AGCO
AGCO Corporation,2007,2,0.3377201,0.0,AGCO
AGCO Corporation,2008,11,0.351162,1.0,AGCO
AGCO Corporation,2009,10,0.31113324,0.0,AGCO
AGCO Corporation,2010,21,0.45318025,3.0,AGCO
AGCO Corporation,2011,31,0.5954235,4.0,AGCO
AGCO Corporation,2012,43,0.52158463,7.0,AGCO
AGCO Corporation,2013,51,0.44757956,2.0,AGCO
AGCO Corporation,2014,47,0.44544324,1.0,AGCO
AGCO Corporation,2015,45,0.42459676,6.0,AGCO
AGCO Corporation,2016,39,0.4618405,7.0,AGCO
AGCO Corporation,2017,38,0.46296743,2.0,AGCO
AGCO Corporation,2018,28,0.400662,2.0,AGCO
AGCO Corporation,2019,47,0.2934631,0.0,AGCO
AGCO Corporation,2020,26,0.29646942,0.0,AGCO
AGCO Corporation,2021,23,0.29037988,0.0,AGCO
AGCO Corporation,2022,20,0.33926022,0.0,AGCO
AGCO Corporation,2023,24,0.31266913,0.0,AGCO
AGCO Corporation,2024,15,0.30159053,0.0,AGCO
AGCO Corporation,2025,37,0.3462601,0.0,AGCO
AGCO International GmbH,2014,1,0.5516314,0.0,AGCO
AGCO International GmbH,2015,12,0.33855954,2.0,AGCO
AGCO International GmbH,2016,7,0.30647954,0.0,AGCO
AGCO International GmbH,2017,19,0.29907092,1.0,AGCO
AGCO International GmbH,2018,15,0.33296016,1.0,AGCO
AGCO International GmbH,2019,18,0.2690063,0.0,AGCO
AGCO International GmbH,2020,16,0.24961281,0.0,AGCO
AGCO International GmbH,2021,18,0.37589186,0.0,AGCO
AGCO International GmbH,2022,17,0.28969792,0.0,AGCO
AGCO International GmbH,2023,30,0.2926971,0.0,AGCO
AGCO International GmbH,2024,33,0.3196687,0.0,AGCO
AGCO International GmbH,2025,43,0.31789595,0.0,AGCO
AGCO SA,2000,3,0.29986838,0.0,AGCO
AGCO SA,2002,1,0.3063906,0.0,AGCO
AGCO SA,2003,1,0.1603314,0.0,AGCO
AGCO SA,2005,3,0.21740223,0.0,AGCO
AGCO SA,2006,1,0.24101569,0.0,AGCO
AGCO SA,2009,1,0.4591329,0.0,AGCO
AGCO SA,2010,3,0.2822487,0.0,AGCO
AGCO SA,2011,2,0.40950134,0.0,AGCO
AGCO SA,2012,3,0.20679033,0.0,AGCO
AGCO SA,2013,3,0.25762603,0.0,AGCO
AGCO SA,2014,8,0.24927992,0.0,AGCO
AGCO SA,2015,5,0.2918457,0.0,AGCO
AGCO SA,2016,4,0.23900408,0.0,AGCO
AGCO SA,2017,2,0.39071953,0.0,AGCO
AKZO NOBEL N.V.,2000,97,0.17315407,0.0,AKZOY
AKZO NOBEL N.V.,2001,89,0.20490226,2.0,AKZOY
AKZO NOBEL N.V.,2002,93,0.17237626,1.0,AKZOY
AKZO NOBEL N.V.,2003,103,0.17471288,2.0,AKZOY
AKZO NOBEL N.V.,2004,71,0.18235281,0.0,AKZOY
AKZO NOBEL N.V.,2005,54,0.18587658,0.0,AKZOY
AKZO NOBEL N.V.,2006,47,0.16831505,1.0,AKZOY
AKZO NOBEL N.V.,2007,32,0.20399441,1.0,AKZOY
AKZO NOBEL N.V.,2008,19,0.23575032,0.0,AKZOY
AKZO NOBEL N.V.,2009,17,0.2133322,1.0,AKZOY
AKZO NOBEL N.V.,2010,34,0.20436853,3.0,AKZOY
AKZO NOBEL N.V.,2011,32,0.28510916,0.0,AKZOY
AKZO NOBEL N.V.,2012,33,0.2649565,2.0,AKZOY
AKZO NOBEL N.V.,2013,34,0.2789307,2.0,AKZOY
AKZO NOBEL N.V.,2014,30,0.27130225,0.0,AKZOY
AKZO NOBEL N.V.,2015,11,0.34405598,0.0,AKZOY
AKZO NOBEL N.V.,2016,10,0.29852992,0.0,AKZOY
AKZO NOBEL N.V.,2017,5,0.40385962,0.0,AKZOY
ALBEMARLE CORPORATION,2000,37,0.30972663,2.0,ALB
ALBEMARLE CORPORATION,2001,36,0.36814216,0.0,ALB
ALBEMARLE CORPORATION,2002,25,0.37235713,0.0,ALB
ALBEMARLE CORPORATION,2003,29,0.45248756,1.0,ALB
ALBEMARLE CORPORATION,2004,24,0.4057429,0.0,ALB
ALBEMARLE CORPORATION,2005,7,0.36052945,0.0,ALB
ALBEMARLE CORPORATION,2006,15,0.27787438,0.0,ALB
ALBEMARLE CORPORATION,2007,11,0.41162106,0.0,ALB
ALBEMARLE CORPORATION,2008,10,0.35331333,0.0,ALB
ALBEMARLE CORPORATION,2009,6,0.39287713,1.0,ALB
ALBEMARLE CORPORATION,2010,9,0.33890983,1.0,ALB
ALBEMARLE CORPORATION,2011,23,0.4066678,0.0,ALB
ALBEMARLE CORPORATION,2012,26,0.24565457,0.0,ALB
ALBEMARLE CORPORATION,2013,28,0.28655702,1.0,ALB
ALBEMARLE CORPORATION,2014,21,0.39237604,0.0,ALB
ALBEMARLE CORPORATION,2015,13,0.33232325,0.0,ALB
ALBEMARLE CORPORATION,2016,9,0.41026053,0.0,ALB
ALBEMARLE CORPORATION,2017,6,0.3242474,0.0,ALB
ALBEMARLE CORPORATION,2018,3,0.39649534,0.0,ALB
ALBEMARLE CORPORATION,2020,4,0.2849481,0.0,ALB
ALBEMARLE CORPORATION,2021,4,0.25462043,0.0,ALB
ALBEMARLE CORPORATION,2022,4,0.22159539,0.0,ALB
ALBEMARLE CORPORATION,2023,3,0.24036296,0.0,ALB
ALBEMARLE CORPORATION,2024,3,0.40904674,0.0,ALB
ALBEMARLE CORPORATION,2025,8,0.34380388,0.0,ALB
ALCOA INC.,2000,11,0.27875748,1.0,AA
ALCOA INC.,2001,36,0.32105166,3.0,AA
ALCOA INC.,2002,38,0.32089072,4.0,AA
ALCOA INC.,2003,39,0.34971777,0.0,AA
ALCOA INC.,2004,40,0.36973786,2.0,AA
ALCOA INC.,2005,31,0.37463582,1.0,AA
ALCOA INC.,2006,26,0.32907647,0.0,AA
ALCOA INC.,2007,22,0.36506698,0.0,AA
ALCOA INC.,2008,23,0.35410434,0.0,AA
ALCOA INC.,2009,11,0.3242822,0.0,AA
ALCOA INC.,2010,22,0.40481237,1.0,AA
ALCOA INC.,2011,20,0.42595473,3.0,AA
ALCOA INC.,2012,28,0.4719419,0.0,AA
ALCOA INC.,2013,27,0.55506855,2.0,AA
ALCOA INC.,2014,29,0.43027532,1.0,AA
ALCOA INC.,2015,26,0.47310385,1.0,AA
ALCOA INC.,2016,25,0.47659957,2.0,AA
AMDOCS SOFTWARE SYSTEMS LIMITED,2003,3,0.5995012,0.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2005,2,0.60057914,0.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2006,2,0.69463694,0.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2008,2,0.68564665,0.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2009,2,0.7121951,1.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2010,6,0.56378454,1.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2011,15,0.59345055,1.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2012,17,0.5749644,3.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2013,24,0.54848355,1.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2014,27,0.59252936,2.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2015,34,0.54244804,2.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2016,49,0.52491665,7.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2017,46,0.56224245,13.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2018,6,0.46990848,1.0,DOX
AMDOCS SOFTWARE SYSTEMS LIMITED,2019,1,0.51471525,0.0,DOX
ARCHER-DANIELS-MIDLAND COMPANY,2000,8,0.28817374,1.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2001,11,0.2760247,1.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2002,21,0.22685696,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2003,13,0.2709576,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2004,15,0.30710983,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2005,13,0.3179162,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2006,14,0.3240157,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2007,9,0.30276382,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2008,17,0.31523156,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2009,14,0.29929686,1.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2010,18,0.31602404,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2011,21,0.31250238,1.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2012,17,0.28191382,1.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2013,10,0.32059732,1.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2014,17,0.34426504,2.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2015,15,0.2389772,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2016,28,0.22771941,1.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2017,21,0.21509735,1.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2018,26,0.2849182,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2019,15,0.255037,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2020,16,0.30735642,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2021,11,0.21829344,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2022,5,0.32753542,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2023,4,0.28800344,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2024,11,0.18563055,0.0,ADM
ARCHER-DANIELS-MIDLAND COMPANY,2025,6,0.2367271,0.0,ADM
ARRIS Enterprises LLC,2013,25,0.56483454,2.0,LEE
ARRIS Enterprises LLC,2014,45,0.5875781,1.0,LEE
ARRIS Enterprises LLC,2015,49,0.57701266,3.0,LEE
ARRIS Enterprises LLC,2016,113,0.62087995,7.0,LEE
ARRIS Enterprises LLC,2017,124,0.64707905,4.0,LEE
ARRIS Enterprises LLC,2018,126,0.571439,6.0,LEE
ARRIS Enterprises LLC,2019,166,0.565214,0.0,LEE
ARRIS Enterprises LLC,2020,154,0.5391132,0.0,LEE
ARRIS Enterprises LLC,2021,158,0.5490162,0.0,LEE
ARRIS Enterprises LLC,2022,223,0.5425396,0.0,LEE
ARRIS Enterprises LLC,2023,280,0.5297828,0.0,LEE
ARRIS Enterprises LLC,2024,234,0.53387356,0.0,LEE
ARRIS Enterprises LLC,2025,128,0.5336639,0.0,LEE
"ARROWHEAD CENTER, INC",2005,3,0.8044395,3.0,ARWR
"ARROWHEAD CENTER, INC",2006,2,0.6931335,0.0,ARWR
"ARROWHEAD CENTER, INC",2007,1,0.6453251,0.0,ARWR
"ARROWHEAD CENTER, INC",2008,3,0.57779557,0.0,ARWR
"ARROWHEAD CENTER, INC",2009,3,0.42438808,0.0,ARWR
"ARROWHEAD CENTER, INC",2010,6,0.48389342,0.0,ARWR
"ARROWHEAD CENTER, INC",2011,2,0.5233286,0.0,ARWR
"ARROWHEAD CENTER, INC",2012,4,0.5898634,0.0,ARWR
"ARROWHEAD CENTER, INC",2013,5,0.4942277,1.0,ARWR
"ARROWHEAD CENTER, INC",2014,6,0.6312182,2.0,ARWR
"ARROWHEAD CENTER, INC",2016,5,0.48837662,0.0,ARWR
"ARROWHEAD CENTER, INC",2017,1,0.48107016,0.0,ARWR
"ARROWHEAD CENTER, INC",2018,5,0.5821961,0.0,ARWR
"ARROWHEAD CENTER, INC",2019,3,0.36156788,0.0,ARWR
"ARROWHEAD CENTER, INC",2020,1,0.5993509,0.0,ARWR
"ARROWHEAD CENTER, INC",2021,4,0.42607838,0.0,ARWR
"ARROWHEAD CENTER, INC",2022,4,0.5772747,0.0,ARWR
"ARROWHEAD CENTER, INC",2023,1,0.36976868,0.0,ARWR
"ARROWHEAD CENTER, INC",2024,6,0.6224443,0.0,ARWR
"ARROWHEAD CENTER, INC",2025,6,0.6010836,0.0,ARWR
ASML Holding N.V.,2003,4,0.55607206,0.0,ASML
ASML Holding N.V.,2004,35,0.56478214,5.0,ASML
ASML Holding N.V.,2005,43,0.5418844,3.0,ASML
ASML Holding N.V.,2006,81,0.54934704,2.0,ASML
ASML Holding N.V.,2007,51,0.5642302,2.0,ASML
ASML Holding N.V.,2008,47,0.5348827,3.0,ASML
ASML Holding N.V.,2009,38,0.5420473,2.0,ASML
ASML Holding N.V.,2010,35,0.57135445,0.0,ASML
ASML Holding N.V.,2011,23,0.55395335,0.0,ASML
