company,grant_year,n_patents,mean_quality,n_high,tk
"Interface, Inc.",2005,4,0.26712477,0.0,TILE
"Interface, Inc.",2006,5,0.28556246,0.0,TILE
"Interface, Inc.",2007,1,0.36044142,0.0,TILE
"Interface, Inc.",2008,4,0.3417915,1.0,TILE
"Interface, Inc.",2009,3,0.41519383,0.0,TILE
"Interface, Inc.",2010,5,0.45739016,1.0,TILE
"Interface, Inc.",2011,2,0.66878855,1.0,TILE
"Interface, Inc.",2012,3,0.5172139,1.0,TILE
"Interface, Inc.",2013,7,0.8188655,2.0,TILE
"Interface, Inc.",2014,3,0.5231626,0.0,TILE
"Interface, Inc.",2015,4,0.62342733,0.0,TILE
"Interface, Inc.",2016,2,0.8322964,0.0,TILE
"Interface, Inc.",2017,3,0.68565434,0.0,TILE
"Interface, Inc.",2018,1,0.33189106,0.0,TILE
"Interface, Inc.",2019,2,0.41197875,0.0,TILE
"Interface, Inc.",2021,5,0.6044312,0.0,TILE
"Interface, Inc.",2022,1,0.2961932,0.0,TILE
"Interface, Inc.",2023,3,0.67850083,0.0,TILE
"Interface, Inc.",2024,1,0.800032,0.0,TILE
International Business Machines Corporation,2000,2879,0.5967751,681.0,IBM
International Business Machines Corporation,2001,3403,0.6000694,709.0,IBM
International Business Machines Corporation,2002,3277,0.61570084,729.0,IBM
International Business Machines Corporation,2003,3375,0.62081826,792.0,IBM
International Business Machines Corporation,2004,3241,0.6336653,647.0,IBM
International Business Machines Corporation,2005,2937,0.5180376,565.0,IBM
International Business Machines Corporation,2006,3618,0.51261586,573.0,IBM
International Business Machines Corporation,2007,3122,0.4744996,405.0,IBM
International Business Machines Corporation,2008,4163,0.4349858,421.0,IBM
International Business Machines Corporation,2009,4885,0.44126302,504.0,IBM
International Business Machines Corporation,2010,5862,0.41774273,487.0,IBM
International Business Machines Corporation,2011,6145,0.43027386,538.0,IBM
International Business Machines Corporation,2012,6458,0.4465335,625.0,IBM
International Business Machines Corporation,2013,6793,0.44787186,668.0,IBM
International Business Machines Corporation,2014,7483,0.45427477,757.0,IBM
International Business Machines Corporation,2015,7326,0.4548501,641.0,IBM
International Business Machines Corporation,2016,8038,0.4531347,759.0,IBM
International Business Machines Corporation,2017,8997,0.44683853,817.0,IBM
International Business Machines Corporation,2018,9089,0.4565823,768.0,IBM
International Business Machines Corporation,2019,9262,0.57529694,0.0,IBM
International Business Machines Corporation,2020,9125,0.5855281,0.0,IBM
International Business Machines Corporation,2021,8682,0.58634716,0.0,IBM
International Business Machines Corporation,2022,4400,0.57973194,0.0,IBM
International Business Machines Corporation,2023,3660,0.5743745,0.0,IBM
International Business Machines Corporation,2024,2463,0.5759461,0.0,IBM
International Business Machines Corporation,2025,2201,0.5687079,0.0,IBM
International Flavors & Fragrances Inc.,2000,19,0.22000933,1.0,IFF
International Flavors & Fragrances Inc.,2001,20,0.2710219,0.0,IFF
International Flavors & Fragrances Inc.,2002,20,0.21670361,0.0,IFF
International Flavors & Fragrances Inc.,2003,13,0.21021312,0.0,IFF
International Flavors & Fragrances Inc.,2004,8,0.2570401,0.0,IFF
International Flavors & Fragrances Inc.,2005,12,0.22856672,0.0,IFF
International Flavors & Fragrances Inc.,2006,18,0.34947208,3.0,IFF
International Flavors & Fragrances Inc.,2007,21,0.21033925,2.0,IFF
International Flavors & Fragrances Inc.,2008,17,0.21763796,0.0,IFF
International Flavors & Fragrances Inc.,2009,27,0.25050053,1.0,IFF
International Flavors & Fragrances Inc.,2010,17,0.17915906,0.0,IFF
International Flavors & Fragrances Inc.,2011,15,0.18532322,0.0,IFF
International Flavors & Fragrances Inc.,2012,11,0.16564134,0.0,IFF
International Flavors & Fragrances Inc.,2013,16,0.19558911,0.0,IFF
International Flavors & Fragrances Inc.,2014,7,0.20538828,0.0,IFF
International Flavors & Fragrances Inc.,2015,14,0.18572418,0.0,IFF
International Flavors & Fragrances Inc.,2016,7,0.16596328,0.0,IFF
International Flavors & Fragrances Inc.,2017,22,0.26407692,1.0,IFF
International Flavors & Fragrances Inc.,2018,11,0.34231278,0.0,IFF
International Flavors & Fragrances Inc.,2019,15,0.2544308,0.0,IFF
International Flavors & Fragrances Inc.,2020,11,0.25150692,0.0,IFF
International Flavors & Fragrances Inc.,2021,15,0.22177817,0.0,IFF
International Flavors & Fragrances Inc.,2022,11,0.30795038,0.0,IFF
International Flavors & Fragrances Inc.,2023,4,0.20913197,0.0,IFF
International Flavors & Fragrances Inc.,2024,9,0.2993834,0.0,IFF
International Flavors & Fragrances Inc.,2025,17,0.3689175,0.0,IFF
"Ionis Pharmaceuticals, Inc.",2016,20,0.5610225,4.0,IONS
"Ionis Pharmaceuticals, Inc.",2017,40,0.48177093,5.0,IONS
"Ionis Pharmaceuticals, Inc.",2018,27,0.5314531,8.0,IONS
"Ionis Pharmaceuticals, Inc.",2019,32,0.43147296,0.0,IONS
"Ionis Pharmaceuticals, Inc.",2020,32,0.46251917,0.0,IONS
"Ionis Pharmaceuticals, Inc.",2021,27,0.5232288,0.0,IONS
"Ionis Pharmaceuticals, Inc.",2022,33,0.5797902,0.0,IONS
"Ionis Pharmaceuticals, Inc.",2023,24,0.58198255,0.0,IONS
"Ionis Pharmaceuticals, Inc.",2024,16,0.5800687,0.0,IONS
"Ionis Pharmaceuticals, Inc.",2025,17,0.6415405,0.0,IONS
"Itron, Inc.",2000,1,0.7057793,0.0,ITRI
"Itron, Inc.",2001,7,0.72116095,2.0,ITRI
"Itron, Inc.",2002,3,0.66222334,1.0,ITRI
"Itron, Inc.",2003,4,0.71466553,1.0,ITRI
"Itron, Inc.",2004,1,0.53704,0.0,ITRI
"Itron, Inc.",2005,4,0.52393264,2.0,ITRI
"Itron, Inc.",2006,9,0.5100496,1.0,ITRI
"Itron, Inc.",2007,12,0.55086976,0.0,ITRI
"Itron, Inc.",2008,13,0.6071595,3.0,ITRI
"Itron, Inc.",2009,9,0.57266384,0.0,ITRI
"Itron, Inc.",2010,18,0.7801116,4.0,ITRI
"Itron, Inc.",2011,22,0.7142851,4.0,ITRI
"Itron, Inc.",2012,23,0.5741596,2.0,ITRI
"Itron, Inc.",2013,29,0.66223645,3.0,ITRI
"Itron, Inc.",2014,34,0.61156225,3.0,ITRI
"Itron, Inc.",2015,34,0.59053534,2.0,ITRI
"Itron, Inc.",2016,24,0.59394234,1.0,ITRI
"Itron, Inc.",2017,20,0.5727959,0.0,ITRI
"Itron, Inc.",2018,17,0.6103575,1.0,ITRI
"Itron, Inc.",2019,22,0.70380044,0.0,ITRI
"Itron, Inc.",2020,21,0.63709503,0.0,ITRI
"Itron, Inc.",2021,25,0.6753603,0.0,ITRI
"Itron, Inc.",2022,35,0.6443502,0.0,ITRI
"Itron, Inc.",2023,47,0.63851047,0.0,ITRI
"Itron, Inc.",2024,45,0.6543612,0.0,ITRI
"Itron, Inc.",2025,38,0.61856633,0.0,ITRI
JAKKS PACIFIC INC.,2000,1,0.49455068,0.0,JAKK
JAKKS PACIFIC INC.,2002,1,0.56660396,0.0,JAKK
JAKKS PACIFIC INC.,2003,1,0.21400216,0.0,JAKK
JAKKS PACIFIC INC.,2004,1,0.3784905,0.0,JAKK
JAKKS PACIFIC INC.,2005,1,0.35388133,0.0,JAKK
JAKKS PACIFIC INC.,2006,2,0.42519397,0.0,JAKK
JAKKS PACIFIC INC.,2007,4,0.36380398,0.0,JAKK
JAKKS PACIFIC INC.,2008,4,0.60054654,0.0,JAKK
JAKKS PACIFIC INC.,2009,4,0.7194944,0.0,JAKK
JAKKS PACIFIC INC.,2010,4,0.4945411,0.0,JAKK
JAKKS PACIFIC INC.,2011,7,0.38210043,0.0,JAKK
JAKKS PACIFIC INC.,2012,2,0.5551698,0.0,JAKK
JAKKS PACIFIC INC.,2013,6,0.5302463,1.0,JAKK
JAKKS PACIFIC INC.,2014,7,0.52007574,1.0,JAKK
JAKKS PACIFIC INC.,2015,4,0.5314843,0.0,JAKK
JAKKS PACIFIC INC.,2016,2,0.5917537,0.0,JAKK
JAKKS PACIFIC INC.,2018,1,0.83355415,0.0,JAKK
JAKKS PACIFIC INC.,2020,1,0.37935263,0.0,JAKK
JAKKS PACIFIC INC.,2021,2,0.40635467,0.0,JAKK
JAKKS PACIFIC INC.,2023,3,0.3397901,0.0,JAKK
JAKKS PACIFIC INC.,2024,6,0.34658718,0.0,JAKK
JAKKS PACIFIC INC.,2025,1,0.289124,0.0,JAKK
"JPMORGAN CHASE BANK, N.A.",2003,5,0.48774043,1.0,JPM
"JPMORGAN CHASE BANK, N.A.",2004,7,0.63931555,2.0,JPM
"JPMORGAN CHASE BANK, N.A.",2005,5,0.61011904,1.0,JPM
"JPMORGAN CHASE BANK, N.A.",2006,9,0.83601594,3.0,JPM
"JPMORGAN CHASE BANK, N.A.",2007,27,0.85216254,20.0,JPM
"JPMORGAN CHASE BANK, N.A.",2008,46,0.84795874,24.0,JPM
"JPMORGAN CHASE BANK, N.A.",2009,39,0.8289038,13.0,JPM
"JPMORGAN CHASE BANK, N.A.",2010,82,0.824639,33.0,JPM
"JPMORGAN CHASE BANK, N.A.",2011,59,0.7467765,14.0,JPM
"JPMORGAN CHASE BANK, N.A.",2012,72,0.75311774,13.0,JPM
"JPMORGAN CHASE BANK, N.A.",2013,98,0.7486982,9.0,JPM
"JPMORGAN CHASE BANK, N.A.",2014,92,0.7362425,14.0,JPM
"JPMORGAN CHASE BANK, N.A.",2015,36,0.6971682,8.0,JPM
"JPMORGAN CHASE BANK, N.A.",2016,34,0.7513009,10.0,JPM
"JPMORGAN CHASE BANK, N.A.",2017,57,0.69166464,10.0,JPM
"JPMORGAN CHASE BANK, N.A.",2018,65,0.6796428,15.0,JPM
"JPMORGAN CHASE BANK, N.A.",2019,105,0.6270692,0.0,JPM
"JPMORGAN CHASE BANK, N.A.",2020,125,0.56636846,0.0,JPM
"JPMORGAN CHASE BANK, N.A.",2021,155,0.54379237,0.0,JPM
"JPMORGAN CHASE BANK, N.A.",2022,190,0.52302533,0.0,JPM
"JPMORGAN CHASE BANK, N.A.",2023,234,0.5305873,0.0,JPM
"JPMORGAN CHASE BANK, N.A.",2024,239,0.5184077,0.0,JPM
"JPMORGAN CHASE BANK, N.A.",2025,259,0.5043268,0.0,JPM
James Hardie Technology Limited,2010,12,0.64020115,1.0,JHX
James Hardie Technology Limited,2011,5,0.7749485,0.0,JHX
James Hardie Technology Limited,2012,10,0.69643235,0.0,JHX
James Hardie Technology Limited,2013,16,0.5406388,2.0,JHX
James Hardie Technology Limited,2014,6,0.5471161,0.0,JHX
James Hardie Technology Limited,2015,6,0.4807018,1.0,JHX
James Hardie Technology Limited,2016,8,0.42557052,1.0,JHX
James Hardie Technology Limited,2017,10,0.4896912,1.0,JHX
James Hardie Technology Limited,2018,3,0.537912,0.0,JHX
James Hardie Technology Limited,2019,9,0.30977497,0.0,JHX
James Hardie Technology Limited,2020,17,0.40093806,0.0,JHX
James Hardie Technology Limited,2021,8,0.46949768,0.0,JHX
James Hardie Technology Limited,2022,22,0.28564608,0.0,JHX
James Hardie Technology Limited,2023,5,0.36572537,0.0,JHX
James Hardie Technology Limited,2024,4,0.30639327,0.0,JHX
James Hardie Technology Limited,2025,2,0.5591263,0.0,JHX
Johnson & Johnson Consumer Inc.,2000,5,0.26924625,1.0,JNJ
Johnson & Johnson Consumer Inc.,2001,13,0.25505853,2.0,JNJ
Johnson & Johnson Consumer Inc.,2002,14,0.32174602,1.0,JNJ
Johnson & Johnson Consumer Inc.,2003,16,0.33406362,2.0,JNJ
Johnson & Johnson Consumer Inc.,2004,12,0.43565157,0.0,JNJ
Johnson & Johnson Consumer Inc.,2005,13,0.39412418,2.0,JNJ
Johnson & Johnson Consumer Inc.,2006,15,0.4658203,2.0,JNJ
Johnson & Johnson Consumer Inc.,2007,3,0.5142791,0.0,JNJ
Johnson & Johnson Consumer Inc.,2008,10,0.37415126,1.0,JNJ
Johnson & Johnson Consumer Inc.,2009,14,0.7125812,0.0,JNJ
Johnson & Johnson Consumer Inc.,2010,10,0.5841412,4.0,JNJ
Johnson & Johnson Consumer Inc.,2011,19,0.5240821,1.0,JNJ
Johnson & Johnson Consumer Inc.,2012,24,0.51547796,0.0,JNJ
Johnson & Johnson Consumer Inc.,2013,16,0.4766759,2.0,JNJ
Johnson & Johnson Consumer Inc.,2014,19,0.52878267,3.0,JNJ
Johnson & Johnson Consumer Inc.,2015,33,0.5261158,6.0,JNJ
Johnson & Johnson Consumer Inc.,2016,31,0.6137268,1.0,JNJ
Johnson & Johnson Consumer Inc.,2017,46,0.64063096,0.0,JNJ
Johnson & Johnson Consumer Inc.,2018,34,0.6103071,3.0,JNJ
Johnson & Johnson Consumer Inc.,2019,43,0.43255472,0.0,JNJ
Johnson & Johnson Consumer Inc.,2020,45,0.4212773,0.0,JNJ
Johnson & Johnson Consumer Inc.,2021,52,0.44824216,0.0,JNJ
Johnson & Johnson Consumer Inc.,2022,48,0.45318615,0.0,JNJ
Johnson & Johnson Consumer Inc.,2023,43,0.37412453,0.0,JNJ
Johnson & Johnson Consumer Inc.,2024,49,0.39430448,0.0,JNJ
Johnson & Johnson Consumer Inc.,2025,2,0.4700474,0.0,JNJ
Johnson & Johnson GmbH,2001,9,0.37437487,0.0,JNJ
Johnson & Johnson GmbH,2002,7,0.49303192,1.0,JNJ
Johnson & Johnson GmbH,2003,10,0.39535993,1.0,JNJ
Johnson & Johnson GmbH,2004,7,0.41005754,0.0,JNJ
Johnson & Johnson GmbH,2005,3,0.40264764,0.0,JNJ
Johnson & Johnson GmbH,2006,2,0.30355185,0.0,JNJ
Johnson & Johnson GmbH,2007,3,0.5807818,0.0,JNJ
Johnson & Johnson GmbH,2008,1,0.79836875,1.0,JNJ
Johnson & Johnson GmbH,2010,4,0.5687983,1.0,JNJ
Johnson & Johnson GmbH,2011,5,0.38524452,1.0,JNJ
Johnson & Johnson GmbH,2012,1,0.2688125,0.0,JNJ
Johnson & Johnson GmbH,2013,3,0.42223084,1.0,JNJ
Johnson & Johnson GmbH,2014,2,0.7285653,0.0,JNJ
Johnson & Johnson GmbH,2015,1,0.71279556,0.0,JNJ
Johnson & Johnson GmbH,2017,2,0.5962794,0.0,JNJ
Johnson & Johnson GmbH,2018,3,0.71569586,0.0,JNJ
Johnson & Johnson GmbH,2020,1,0.4955539,0.0,JNJ
Johnson & Johnson GmbH,2021,1,0.19233121,0.0,JNJ
Johnson & Johnson GmbH,2022,2,0.41877025,0.0,JNJ
Johnson & Johnson GmbH,2024,3,0.5159705,0.0,JNJ
Johnson & Johnson GmbH,2025,2,0.52707905,0.0,JNJ
Johnson & Johnson Medical GMBH,2000,16,0.3308516,1.0,JNJ
Johnson & Johnson Medical GMBH,2001,12,0.36211038,0.0,JNJ
Johnson & Johnson Medical GMBH,2002,1,0.45967337,0.0,JNJ
Johnson & Johnson Medical GMBH,2003,3,0.27703974,1.0,JNJ
Johnson & Johnson Medical GMBH,2004,1,0.13175455,0.0,JNJ
Johnson & Johnson Medical GMBH,2005,1,0.37056127,0.0,JNJ
Johnson & Johnson Medical GMBH,2011,1,0.29160357,0.0,JNJ
Johnson & Johnson Medical GMBH,2016,1,0.47213206,0.0,JNJ
Johnson & Johnson Medical GMBH,2017,2,0.6806601,0.0,JNJ
Johnson & Johnson Medical GMBH,2018,3,0.47312298,0.0,JNJ
Johnson & Johnson Medical GMBH,2019,2,0.30806905,0.0,JNJ
Johnson & Johnson Medical GMBH,2021,1,0.24511024,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2000,5,0.5026997,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2001,19,0.43153808,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2002,16,0.44322547,2.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2003,27,0.4471189,4.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2004,21,0.37770042,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2005,20,0.40462247,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2006,12,0.3414596,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2007,17,0.4102661,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2008,17,0.37848455,1.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2009,10,0.35256115,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2010,29,0.467888,5.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2011,23,0.42893392,4.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2012,22,0.5282126,2.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2013,35,0.5336313,3.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2014,60,0.52865845,15.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2015,74,0.5793817,29.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2016,76,0.63624364,18.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2017,80,0.6661228,8.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2018,64,0.6053512,8.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2019,66,0.6258034,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2020,40,0.62913704,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2021,37,0.5782515,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2022,19,0.59533405,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2023,27,0.63927484,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2024,24,0.55729496,0.0,JNJ
"Johnson & Johnson Vision Care, Inc.",2025,26,0.6834781,0.0,JNJ
Johnson Controls Technology Company,2000,29,0.5037353,9.0,JCI
Johnson Controls Technology Company,2001,41,0.41992742,6.0,JCI
Johnson Controls Technology Company,2002,55,0.40538868,11.0,JCI
Johnson Controls Technology Company,2003,39,0.4460256,10.0,JCI
Johnson Controls Technology Company,2004,33,0.4731135,8.0,JCI
Johnson Controls Technology Company,2005,21,0.56668043,5.0,JCI
Johnson Controls Technology Company,2006,21,0.53670347,6.0,JCI
Johnson Controls Technology Company,2007,22,0.5417429,2.0,JCI
Johnson Controls Technology Company,2008,23,0.5473631,6.0,JCI
Johnson Controls Technology Company,2009,17,0.4923112,3.0,JCI
Johnson Controls Technology Company,2010,47,0.46754378,5.0,JCI
Johnson Controls Technology Company,2011,60,0.49443513,8.0,JCI
Johnson Controls Technology Company,2012,73,0.51535684,10.0,JCI
Johnson Controls Technology Company,2013,86,0.52374846,9.0,JCI
Johnson Controls Technology Company,2014,116,0.5047287,16.0,JCI
Johnson Controls Technology Company,2015,104,0.4612877,11.0,JCI
Johnson Controls Technology Company,2016,105,0.5206658,16.0,JCI
Johnson Controls Technology Company,2017,107,0.5256203,20.0,JCI
Johnson Controls Technology Company,2018,112,0.5418781,20.0,JCI
Johnson Controls Technology Company,2019,158,0.57801634,0.0,JCI
Johnson Controls Technology Company,2020,234,0.608275,0.0,JCI
Johnson Controls Technology Company,2021,219,0.6021605,0.0,JCI
Johnson Controls Technology Company,2022,69,0.6768296,0.0,JCI
Johnson Controls Technology Company,2023,36,0.7733602,0.0,JCI
Johnson Controls Technology Company,2024,27,0.80678505,0.0,JCI
Johnson Controls Technology Company,2025,15,0.84260345,0.0,JCI
"Johnson Controls, Inc.",2000,1,0.28128216,0.0,JCI
"Johnson Controls, Inc.",2001,2,0.6904882,0.0,JCI
"Johnson Controls, Inc.",2005,2,0.42706627,0.0,JCI
"Johnson Controls, Inc.",2006,6,0.37527463,1.0,JCI
"Johnson Controls, Inc.",2007,5,0.44863862,0.0,JCI
"Johnson Controls, Inc.",2008,10,0.32905585,1.0,JCI
"Johnson Controls, Inc.",2009,3,0.30519292,0.0,JCI
"Johnson Controls, Inc.",2010,8,0.26553932,0.0,JCI
"Johnson Controls, Inc.",2011,8,0.30850336,1.0,JCI
"Johnson Controls, Inc.",2012,14,0.2683351,0.0,JCI
"Johnson Controls, Inc.",2013,15,0.34891093,0.0,JCI
"Johnson Controls, Inc.",2014,10,0.27444777,0.0,JCI
"Johnson Controls, Inc.",2015,18,0.28202593,1.0,JCI
"Johnson Controls, Inc.",2016,24,0.27052608,1.0,JCI
"Johnson Controls, Inc.",2017,18,0.2804118,1.0,JCI
"Johnson Controls, Inc.",2018,14,0.29813948,0.0,JCI
"Johnson Controls, Inc.",2019,8,0.24852967,0.0,JCI
"Johnson Controls, Inc.",2020,2,0.41494507,0.0,JCI
"Johnson Controls, Inc.",2022,1,0.55297416,0.0,JCI
"Johnson Controls, Inc.",2024,1,0.68951625,0.0,JCI
Johnson Outdoors Inc.,2001,8,0.585852,0.0,JOUT
Johnson Outdoors Inc.,2002,6,0.6575679,0.0,JOUT
Johnson Outdoors Inc.,2003,6,0.51403314,0.0,JOUT
Johnson Outdoors Inc.,2004,1,0.40762135,0.0,JOUT
Johnson Outdoors Inc.,2005,1,0.29103237,0.0,JOUT
Johnson Outdoors Inc.,2006,5,0.38004065,0.0,JOUT
Johnson Outdoors Inc.,2007,5,0.30154565,0.0,JOUT
Johnson Outdoors Inc.,2008,4,0.36598817,0.0,JOUT
Johnson Outdoors Inc.,2009,2,0.34389982,0.0,JOUT
Johnson Outdoors Inc.,2010,6,0.6436879,0.0,JOUT
Johnson Outdoors Inc.,2011,7,0.42226586,0.0,JOUT
Johnson Outdoors Inc.,2012,2,0.60351133,0.0,JOUT
Johnson Outdoors Inc.,2013,5,0.47658458,0.0,JOUT
Johnson Outdoors Inc.,2014,5,0.49353838,2.0,JOUT
Johnson Outdoors Inc.,2015,1,0.6907302,1.0,JOUT
Johnson Outdoors Inc.,2016,5,0.47628736,1.0,JOUT
Johnson Outdoors Inc.,2017,7,0.52033246,1.0,JOUT
Johnson Outdoors Inc.,2018,7,0.4621316,1.0,JOUT
Johnson Outdoors Inc.,2019,6,0.47931743,0.0,JOUT
Johnson Outdoors Inc.,2020,6,0.4662536,0.0,JOUT
Johnson Outdoors Inc.,2021,2,0.4469235,0.0,JOUT
Johnson Outdoors Inc.,2022,5,0.36402884,0.0,JOUT
Johnson Outdoors Inc.,2023,4,0.34876317,0.0,JOUT
Johnson Outdoors Inc.,2024,5,0.6519877,0.0,JOUT
Johnson Outdoors Inc.,2025,6,0.5121787,0.0,JOUT
KENNAMETAL INC.,2000,25,0.47449207,2.0,KMT
KENNAMETAL INC.,2001,9,0.45103115,0.0,KMT
KENNAMETAL INC.,2002,12,0.47173575,0.0,KMT
KENNAMETAL INC.,2003,29,0.49242064,3.0,KMT
KENNAMETAL INC.,2004,21,0.43769297,2.0,KMT
KENNAMETAL INC.,2005,25,0.44181737,3.0,KMT
KENNAMETAL INC.,2006,43,0.37716436,3.0,KMT
KENNAMETAL INC.,2007,35,0.39270607,1.0,KMT
KENNAMETAL INC.,2008,38,0.3622171,4.0,KMT
KENNAMETAL INC.,2009,26,0.3928641,5.0,KMT
KENNAMETAL INC.,2010,22,0.37622175,0.0,KMT
KENNAMETAL INC.,2011,46,0.4634592,11.0,KMT
KENNAMETAL INC.,2012,36,0.39674985,6.0,KMT
KENNAMETAL INC.,2013,66,0.3963586,7.0,KMT
KENNAMETAL INC.,2014,91,0.45595264,9.0,KMT
KENNAMETAL INC.,2015,70,0.4524869,8.0,KMT
KENNAMETAL INC.,2016,54,0.5047529,3.0,KMT
KENNAMETAL INC.,2017,72,0.47373834,0.0,KMT
KENNAMETAL INC.,2018,55,0.5008018,3.0,KMT
KENNAMETAL INC.,2019,60,0.35991144,0.0,KMT
KENNAMETAL INC.,2020,45,0.3959933,0.0,KMT
KENNAMETAL INC.,2021,30,0.3843083,0.0,KMT
KENNAMETAL INC.,2022,24,0.408518,0.0,KMT
KENNAMETAL INC.,2023,31,0.41519913,0.0,KMT
KENNAMETAL INC.,2024,31,0.5161669,0.0,KMT
KENNAMETAL INC.,2025,30,0.48422676,0.0,KMT
KONINKLIJKE PHILIPS ELECTRONICS NV,2001,12,0.5474734,1.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2002,837,0.41908357,84.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2003,1351,0.41609126,125.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2004,1215,0.4235771,96.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2005,763,0.43201044,80.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2006,895,0.34377703,60.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2007,540,0.31075016,37.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2008,479,0.3082747,43.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2009,501,0.31434277,60.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2010,662,0.33373633,87.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2011,683,0.34128264,81.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2012,813,0.35203457,76.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2013,462,0.3742985,35.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2014,9,0.5467089,4.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2015,11,0.49969482,3.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2016,39,0.4292449,6.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2017,21,0.37436172,3.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2018,5,0.4526321,0.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2019,6,0.4257885,0.0,PHG
KONINKLIJKE PHILIPS ELECTRONICS NV,2021,1,0.783733,0.0,PHG
KONINKLIJKE PHILIPS N.V.,2002,2,0.36126828,1.0,PHG
KONINKLIJKE PHILIPS N.V.,2003,1,0.2768429,0.0,PHG
KONINKLIJKE PHILIPS N.V.,2004,1,0.37887514,0.0,PHG
KONINKLIJKE PHILIPS N.V.,2007,5,0.48436984,1.0,PHG
KONINKLIJKE PHILIPS N.V.,2008,1,0.3499428,0.0,PHG
KONINKLIJKE PHILIPS N.V.,2009,1,0.2797761,1.0,PHG
KONINKLIJKE PHILIPS N.V.,2013,450,0.40075096,35.0,PHG
KONINKLIJKE PHILIPS N.V.,2014,848,0.39498037,63.0,PHG
KONINKLIJKE PHILIPS N.V.,2015,920,0.4264539,75.0,PHG
KONINKLIJKE PHILIPS N.V.,2016,1019,0.4527139,83.0,PHG
KONINKLIJKE PHILIPS N.V.,2017,877,0.4942517,47.0,PHG
KONINKLIJKE PHILIPS N.V.,2018,834,0.48488876,66.0,PHG
KONINKLIJKE PHILIPS N.V.,2019,1049,0.42405197,0.0,PHG
KONINKLIJKE PHILIPS N.V.,2020,959,0.4205264,0.0,PHG
KONINKLIJKE PHILIPS N.V.,2021,876,0.43548602,0.0,PHG
KONINKLIJKE PHILIPS N.V.,2022,853,0.4343356,0.0,PHG
KONINKLIJKE PHILIPS N.V.,2023,648,0.43649396,0.0,PHG
KONINKLIJKE PHILIPS N.V.,2024,724,0.43519878,0.0,PHG
KONINKLIJKE PHILIPS N.V.,2025,644,0.43619257,0.0,PHG
KOPIN CORPORATION,2000,8,0.8505892,5.0,KOPN
KOPIN CORPORATION,2001,4,0.8665033,1.0,KOPN
KOPIN CORPORATION,2002,12,0.8125997,2.0,KOPN
KOPIN CORPORATION,2003,11,0.8361504,3.0,KOPN
KOPIN CORPORATION,2004,5,0.7492379,0.0,KOPN
KOPIN CORPORATION,2005,8,0.73936856,1.0,KOPN
KOPIN CORPORATION,2006,7,0.7091158,0.0,KOPN
KOPIN CORPORATION,2007,5,0.72300595,1.0,KOPN
KOPIN CORPORATION,2008,4,0.8353398,1.0,KOPN
KOPIN CORPORATION,2009,4,0.61411715,0.0,KOPN
KOPIN CORPORATION,2010,2,0.4873901,0.0,KOPN
